facilityType,seNumber,dataElementUid,code,dhis2DataElementCode,name,dhis2DataElementName,shortName,formName,valueType,domainType,optionSetUid,active
HOSPITAL,10,EZPxh4BNhVu,10.4.1.4,1027-HOSPITAL_10.4.1.4,Policies  and  procedures  ensure  that  assessments  are  performed within  appropriate  time  frames  and  that  they  are  adequately documented in the patients’ records.,SURV_HOSP_1027-Policies and procedures ensure that assessments are performed within appropriate time frames and that they are adequately documented in the patients' records.,10.4.1.4,10.4.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,srkYBZzLo4R,10.4.2.1,1031-HOSPITAL_10.4.2.1,Each  patient  admitted  has  an  initial  assessment  that  meets organisational policy.,SURV_HOSP_1031-Each patient admitted has an initial assessment that meets organisational policy.,10.4.2.1,10.4.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,KwPnPj8U2b4,10.4.2.2,1033-HOSPITAL_10.4.2.2,The initial assessment includes health history.,SURV_HOSP_1033-The initial assessment includes health history.,10.4.2.2,10.4.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,gfmmtAFL3f3,10.4.2.3,1035-HOSPITAL_10.4.2.3,The initial assessment includes physical examination.,SURV_HOSP_1035-The initial assessment includes physical examination.,10.4.2.3,10.4.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,cLFKorFUyxP,10.4.2.4,1037-HOSPITAL_10.4.2.4,"The  initial  assessment  includes  functional  examination,  where applicable.","SURV_HOSP_1037-The initial assessment includes functional examination, where applicable.",10.4.2.4,10.4.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,MLnpqGXrHB3,10.4.2.5,1039-HOSPITAL_10.4.2.5,"The  initial  assessment  includes  social  and  economic  assessment, where applicable.","SURV_HOSP_1039-The initial assessment includes social and economic assessment, where applicable.",10.4.2.5,10.4.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,10,FR5zJ9Yvgzs,10.4.2.6,1041-HOSPITAL_10.4.2.6,"The  initial  assessment  includes  psychological  assessment,  where applicable.","SURV_HOSP_1041-The initial assessment includes psychological assessment, where applicable.",10.4.2.6,10.4.2.6,TEXT,TRACKER,,TRUE
HOSPITAL,10,LOws937OWT3,10.4.2.7,1043-HOSPITAL_10.4.2.7,"The  initial  assessment  includes  cultural  assessment,  where applicable.","SURV_HOSP_1043-The initial assessment includes cultural assessment, where applicable.",10.4.2.7,10.4.2.7,TEXT,TRACKER,,TRUE
HOSPITAL,10,TR7qkxUZz4a,10.4.2.8,1045-HOSPITAL_10.4.2.8,The initial assessment results in an initial diagnosis.,SURV_HOSP_1045-The initial assessment results in an initial diagnosis.,10.4.2.8,10.4.2.8,TEXT,TRACKER,,TRUE
HOSPITAL,10,UJsVxqCwuyk,10.4.2.9,1047-HOSPITAL_10.4.2.9,"The initial assessment results in the identification of the patient’s medical, nursing or other health needs.","SURV_HOSP_1047-The initial assessment results in the identification of the patient's medical, nursing or other health needs.",10.4.2.9,10.4.2.9,TEXT,TRACKER,,TRUE
HOSPITAL,10,m5E2bN2TNoT,10.4.3.1,1051-HOSPITAL_10.4.3.1,Assessment  findings  are  documented  in  the  patient’s  record  and are readily available to those responsible for the patient’s care.,SURV_HOSP_1051-Assessment findings are documented in the patient's record and are readily available to those responsible for the patient's care.,10.4.3.1,10.4.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,naKNVTL7jQs,10.4.3.2,1053-HOSPITAL_10.4.3.2,Patient  assessment  data  and  information  are  analysed  and integrated by those responsible for the patient’s care.,SURV_HOSP_1053-Patient assessment data and information are analysed and integrated by those responsible for the patient's care.,10.4.3.2,10.4.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,cFzFkFSpBFq,10.4.3.3,1055-HOSPITAL_10.4.3.3,Patient needs are prioritised on the basis of assessment results.,SURV_HOSP_1055-Patient needs are prioritised on the basis of assessment results.,10.4.3.3,10.4.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,QM1Ax4SMpZf,10.4.3.4,1057-HOSPITAL_10.4.3.4,The  patient  and/or  the  family  participate  in  the  decisions regarding the priority needs to be met.,SURV_HOSP_1057-The patient and/or the family participate in the decisions regarding the priority needs to be met.,10.4.3.4,10.4.3.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,mGsBp74ykOw,10.5.1.1,1062-HOSPITAL_10.5.1.1,The planned care is provided and noted in the patient’s record.,SURV_HOSP_1062-The planned care is provided and noted in the patient's record.,10.5.1.1,10.5.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,q0iJTfWsAav,10.5.1.2,1064-HOSPITAL_10.5.1.2,All  procedures  and  diagnostic  tests  ordered  and  performed  are written into the patient’s record.,SURV_HOSP_1064-All procedures and diagnostic tests ordered and performed are written into the patient's record.,10.5.1.2,10.5.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,tkRMzAP0g96,10.5.1.3,1066-HOSPITAL_10.5.1.3,The  results  of  procedures  and  diagnostic  tests  performed  are available in the patient’s record.,SURV_HOSP_1066-The results of procedures and diagnostic tests performed are available in the patient's record.,10.5.1.3,10.5.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,YAl8GWOFmSW,10.5.1.4,1068-HOSPITAL_10.5.1.4,Re-assessments are documented in the patient's record.,SURV_HOSP_1068-Re-assessments are documented in the patient's record.,10.5.1.4,10.5.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,qBLevNDYxx9,10.5.1.5,1070-HOSPITAL_10.5.1.5,The  patient’s  plan  of  care  is  modified  when  the  patient’s  needs change.,SURV_HOSP_1070-The patient's plan of care is modified when the patient's needs change.,10.5.1.5,10.5.1.5,TEXT,TRACKER,,TRUE
HOSPITAL,10,b2jQIocNgvq,10.5.2.1,1074-HOSPITAL_10.5.2.1,Policies  and  procedures  for  identified  high-risk  patients  and procedures  which  include  at  least  items  a)  to  l)  in  the  intent statement above are implemented.,"SURV_HOSP_1074-Policies and procedures for identified high-risk patients and procedures (emergency patients, blood products, life support, communicable diseases, immuno-suppressed, dialysis, restraint, elderly, young children, new",10.5.2.1,10.5.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,Xv9AmBpPDtn,10.5.2.2,1076-HOSPITAL_10.5.2.2,The  personnel  are  trained  and  use  the  policies  and  procedures  to guide care.,SURV_HOSP_1076-The personnel are trained and use the policies and procedures to guide care.,10.5.2.2,10.5.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,wuSDE16vFbq,10.5.3.1,1080-HOSPITAL_10.5.3.1,There is a documented process for obtaining informed consent.,SURV_HOSP_1080-There is a documented process for obtaining informed consent.,10.5.3.1,10.5.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,ge9VAS6ZQpb,10.5.3.2,1082-HOSPITAL_10.5.3.2,Patients  are  informed  about  their  condition  and  the  proposed treatment.,SURV_HOSP_1082-Patients are informed about their condition and the proposed treatment.,10.5.3.2,10.5.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,FmX2HeBSNYi,10.5.3.3,1084-HOSPITAL_10.5.3.3,Patients  know  the  identity  of  the  medical  practitioner  or  other professional practitioner responsible for their care.,SURV_HOSP_1084-Patients know the identity of the medical practitioner or other professional practitioner responsible for their care.,10.5.3.3,10.5.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,QybwKlNYLzv,10.5.3.4,1086-HOSPITAL_10.5.3.4,"The  information  provided  is  recorded,  with  the  record  of  the patient having provided written or verbal consent.","SURV_HOSP_1086-The information provided is recorded, with the record of the patient having provided written or verbal consent.",10.5.3.4,10.5.3.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,WWjepc1pOoe,10.5.4.1,1090-HOSPITAL_10.5.4.1,The  patients’  initial  medical  assessment  is  documented  before anaesthesia.,SURV_HOSP_1090-The patient's initial medical assessment is documented before anaesthesia.,10.5.4.1,10.5.4.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,gvHtJE0heBi,10.5.4.2,1092-HOSPITAL_10.5.4.2,The  patient’s  pre-operative  diagnosis anaesthesia.,SURV_HOSP_1092-The patient's pre-operative diagnosis is recorded before anaesthesia.,10.5.4.2,10.5.4.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,sEgjinloQ0O,10.5.4.3,1094-HOSPITAL_10.5.4.3,A post-operative diagnosis is documented.,SURV_HOSP_1094-A post-operative diagnosis is documented.,10.5.4.3,10.5.4.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,HibhjQhGKl1,10.5.4.4,1096-HOSPITAL_10.5.4.4,"The  name  of  the  surgeon,  and  the  names  of  other  personnel  as required by law, are documented.",SURV_HOSP_1096-The name of the surgeon and the names of other personnel as required by law are documented.,10.5.4.4,10.5.4.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,n7Xvt5LyVSE,10.5.4.5,1098-HOSPITAL_10.5.4.5,The  patient’s  physiological  status  is  monitored  during  the immediate post-surgery period.,SURV_HOSP_1098-The patient's physiological status is monitored during the immediate post-surgery period.,10.5.4.5,10.5.4.5,TEXT,TRACKER,,TRUE
HOSPITAL,10,RibIYWMKN3P,10.5.5.1,1102-HOSPITAL_10.5.5.1,The assessment process makes provision for patients in pain to be identified.,SURV_HOSP_1102-The assessment process makes provision for patients in pain to be identified.,10.5.5.1,10.5.5.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,TpbYQoZNybv,10.5.5.2,1104-HOSPITAL_10.5.5.2,Patients  in  pain  receive  care  according  to  pain  management guidelines.,SURV_HOSP_1104-Patients in pain receive care according to pain management guidelines.,10.5.5.2,10.5.5.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,h2NAg1X0fHz,10.5.5.3,1106-HOSPITAL_10.5.5.3,Patients  and management.,SURV_HOSP_1106-Patients and families are educated about pain and pain management.,10.5.5.3,10.5.5.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,kZYawuYizCg,10.5.5.4,1108-HOSPITAL_10.5.5.4,The organisation has processes to educate health professionals in assessing and managing pain.,SURV_HOSP_1108-The organisation has processes to educate health professionals in assessing and managing pain.,10.5.5.4,10.5.5.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,arXYZkOQCdR,10.5.6.1,1112-HOSPITAL_10.5.6.1,"Policies  and  procedures  regarding  end-of-life  care,  at least including  elements  a)  to  d)  in  the  intent  statement,  are implemented.","SURV_HOSP_1112-Policies and procedures regarding end-of-life care (appropriate treatment, autopsy/organ donation, patient/family involvement, psychological/spiritual/cultural concerns) are implemented.",10.5.6.1,10.5.6.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,QMO8vEdFZNG,10.5.6.2,1114-HOSPITAL_10.5.6.2,The patient and the family/significant or guardian) are involved in care decisions.,SURV_HOSP_1114-The patient and the family/significant other or guardian are involved in care decisions.,10.5.6.2,10.5.6.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,TnzyLyddZqY,10.5.6.3,1116-HOSPITAL_10.5.6.3,Pain and primary or secondary symptoms are managed.,SURV_HOSP_1116-Pain and primary or secondary symptoms are managed.,10.5.6.3,10.5.6.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,cpsTTyah4q8,10.5.6.4,1118-HOSPITAL_10.5.6.4,10.6 Interventions address patient and family religious and cultural Medication concerns.,SURV_HOSP_1118-Interventions address patient and family religious and cultural concerns.,10.5.6.4,10.5.6.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,C7J8vnHIvAQ,10.6.1.1,1123-HOSPITAL_10.6.1.1,"Policies  and  procedures  that  guide  the  safe  prescribing,  ordering and administration of medications are implemented.","SURV_HOSP_1123-Policies and procedures that guide the safe prescribing, ordering and administration of medications are implemented.",10.6.1.1,10.6.1.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,a16Oq9avaS4,10.6.1.2,1125-HOSPITAL_10.6.1.2,The use of verbal/telephonic medication orders is documented.,SURV_HOSP_1125-The use of verbal/telephonic medication orders is documented.,10.6.1.2,10.6.1.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,CfrfyrfZO9v,10.6.1.3,1127-HOSPITAL_10.6.1.3,Only those permitted by the organisation and by relevant laws and regulations prescribe medication.,SURV_HOSP_1127-Only those permitted by the organisation and by relevant laws and regulations prescribe medication.,10.6.1.3,10.6.1.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,cVEqhdwo60s,10.6.1.4,1129-HOSPITAL_10.6.1.4,"Medications,  including  herbal  and  over  the  counter  medications, brought  into  the  organisation  by  the  patient  or  the  family  are known  to  the  patient’s  medical  practitioner  and  are  noted  in  the patient’s record.","SURV_HOSP_1129-Medications, including herbal and over-the-counter medications, brought in by the patient or family are known to the medical practitioner and noted in the patient's record.",10.6.1.4,10.6.1.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,zWIWy5bxQtj,10.6.2.1,1133-HOSPITAL_10.6.2.1,Only those permitted by the organisation and by relevant laws and regulations administer medications.,SURV_HOSP_1133-Only those permitted by the organisation and by relevant laws and regulations administer medications.,10.6.2.1,10.6.2.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,bEvSWmFb3rN,10.6.2.2,1135-HOSPITAL_10.6.2.2,There  is  evidence  that  patients  are  identified  before  medications are administered.,SURV_HOSP_1135-There is evidence that patients are identified before medications are administered.,10.6.2.2,10.6.2.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,SBrWUHA3Is7,10.6.2.3,1137-HOSPITAL_10.6.2.3,Medications  are  checked  against  the  original  prescriptions  and administered as prescribed.,SURV_HOSP_1137-Medications are checked against the original prescriptions and administered as prescribed.,10.6.2.3,10.6.2.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,u50cSuCOrn0,10.6.2.4,1139-HOSPITAL_10.6.2.4,Health  professionals  monitor  medication  effects  on  patients collaboratively.,SURV_HOSP_1139-Health professionals monitor medication effects on patients collaboratively.,10.6.2.4,10.6.2.4,TEXT,TRACKER,,TRUE
HOSPITAL,10,e9Xzl1TtnkD,10.6.2.5,1141-HOSPITAL_10.6.2.5,"Adverse Drug Reactions (ADR) are observed, recorded and reported through  a  process  and  within  a  time  frame  defined  by  the organisation.","SURV_HOSP_1141-Adverse Drug Reactions (ADR) are observed, recorded and reported through a process and within a time frame defined by the organisation.",10.6.2.5,10.6.2.5,TEXT,TRACKER,,TRUE
HOSPITAL,10,paAs47aAjSv,10.6.2.6,1143-HOSPITAL_10.6.2.6,Medication  errors  are  reported  through  a  process  and  within  a time frame defined by the organisation.,SURV_HOSP_1143-Medication errors are reported through a process and within a time frame defined by the organisation.,10.6.2.6,10.6.2.6,TEXT,TRACKER,,TRUE
HOSPITAL,10,qzVmgOXgr4S,10.6.2.7,1145-HOSPITAL_10.6.2.7,The  medications  prescribed  for  and  administered  to  each  patient are recorded.,SURV_HOSP_1145-The medications prescribed for and administered to each patient are recorded.,10.6.2.7,10.6.2.7,TEXT,TRACKER,,TRUE
HOSPITAL,10,eNU1Wef8BrZ,10.6.3.1,1149-HOSPITAL_10.6.3.1,Medication  is  stored  in  a  locked  storage  device  or  cabinet  that  is accessible only to authorised personnel.,SURV_HOSP_1149-Medication is stored in a locked storage device or cabinet that is accessible only to authorised personnel.,10.6.3.1,10.6.3.1,TEXT,TRACKER,,TRUE
HOSPITAL,10,cmY1sTI0yky,10.6.3.2,1151-HOSPITAL_10.6.3.2,"Medications identified for special control (by law or organisational policy)  are  stored  in  a  cabinet  of  substantial  construction,  for which only authorised personnel have the keys.","SURV_HOSP_1151-Medications identified for special control are stored in a cabinet of substantial construction, for which only authorised personnel have the keys.",10.6.3.2,10.6.3.2,TEXT,TRACKER,,TRUE
HOSPITAL,10,QrItbPN5HRs,10.6.3.3,1153-HOSPITAL_10.6.3.3,Medications identified for special control (by law or organisational policy) are accurately accounted for.,SURV_HOSP_1153-Medications identified for special control are accurately accounted for.,10.6.3.3,10.6.3.3,TEXT,TRACKER,,TRUE
HOSPITAL,10,FThvqnSPgqa,10.6.3.4,1155-HOSPITAL_10.6.3.4,Medications  are  securely  and  legibly  labelled  with  relevant information as required by law and organisational policy.,SURV_HOSP_1155-Medications are securely and legibly labelled with relevant information as required by law and organisational policy.,10.6.3.4,10.6.3.4,TEXT,TRACKER,,TRUE
