facilityType,seNumber,sectionPiId,standardId,questionCode,questionText,guideline,category,severity,isCritical,dataElementUid,dhis2DataElementCode,dhis2DataElementName,uidMatchMethod,valueType,domainType,optionSetUid,compulsory,sortOrderWithinStandard,active
HOSPITAL,13,13.3,13.3.1,13.3.1.1,"Clinical  practice  guidelines,  relevant  to  the  patients  and  services of the organisation, are available to guide patient care processes.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.3,13.3.1,13.3.1.2,The  implementation  of  guidelines  is  monitored  as  part  of  a structured clinical audit.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.3,13.3.1,13.3.1.3,Guidelines are reviewed and adapted on a regular basis.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.4,13.4.1,13.4.1.1,The organisation implements policies and procedures for assessing patients on admission and during on-going care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.4,13.4.1,13.4.1.2,Only  those individuals  permitted  by  applicable regulations or by registration perform the assessments.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.4,13.4.1,13.4.1.3,The scope and content of assessment by each discipline is defined.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.4,13.4.1,13.4.1.4,Policies  and  procedures  ensure  that  assessments  are  performed within  appropriate  time  frames  and  that  they  are  adequately documented in the patients’ records.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.1,Each patient admitted has an initial assessment that meets organisational policy.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.2,The initial assessment includes health history.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.3,The initial assessment includes physical examination.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.4,"The  initial  assessment  includes  functional  examination,  where applicable.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.5,"The  initial  assessment  includes  social  and  economic  assessment, where applicable.",,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.6,"The  initial  assessment  includes  psychological  assessment,  where applicable.",,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.7,"The  initial  assessment  includes  cultural  assessment,  where applicable.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.8,The initial assessment results in an initial diagnosis.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,13,13.4,13.4.2,13.4.2.9,"The initial assessment results in the identification of the patient’s medical, nursing or other health needs.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,13,13.4,13.4.3,13.4.3.1,Assessment  findings  are  documented  in  the  patient’s  record  and are readily available to those responsible for the patient’s care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.4,13.4.3,13.4.3.2,Patient assessment data and information are analysed and integrated by those responsible for the patient’s care.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.4,13.4.3,13.4.3.3,Patient needs are prioritised on the basis of assessment results.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.4,13.4.3,13.4.3.4,The  patient  and/or  the  family  participate  in  the  decisions regarding the priority needs to be met.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.5,13.5.1,13.5.1.1,The planned care is provided and noted in the patient’s record.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.5,13.5.1,13.5.1.2,All  procedures  and  diagnostic  tests  ordered  and  performed  are written into the patient’s record.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.5,13.5.1,13.5.1.3,The  results  of  procedures  and  diagnostic  tests  performed  are available in the patient’s record.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.5,13.5.1,13.5.1.4,Re-assessments are documented in the patient's record.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.5,13.5.1,13.5.1.5,The  patient’s  plan  of  care  is  modified  when  the  patient’s  needs change.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,13,13.5,13.5.2,13.5.2.1,"Policies and procedures for identified high-risk patients and procedures, which include at least items a) to l) in the intent statement above, are implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.5,13.5.2,13.5.2.2,"Patients  are  informed  about  their  condition,  and  the  proposed treatment.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.5,13.5.3,13.5.3.1,There is a documented process for obtaining informed consent.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.5,13.5.3,13.5.3.2,Patients in pain receive care according to pain management guidelines.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.5,13.5.3,13.5.3.3,13.1.2 The delivery of services is integrated and co-ordinated amongst care providers.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.5,13.5.3,13.5.3.4,Critical: þ,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.5,13.5.4,13.5.4.1,The patients’ initial medical assessment is documented before anaesthesia.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.5,13.5.4,13.5.4.2,The patient's pre-operative diagnosis is recorded before anaesthesia.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.5,13.5.4,13.5.4.3,A post-operative diagnosis is documented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.5,13.5.4,13.5.4.4,"The names of the surgeon, and the names of other personnel as required by law, are documented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.5,13.5.4,13.5.4.5,The patient's physiological status is monitored during the immediate post-surgery period.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,13,13.5,13.5.5,13.5.5.1,The assessment process makes provision for patients in pain to be identified.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.5,13.5.5,13.5.5.2,Critical: ¨,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.5,13.5.5,13.5.5.3,Patients and families are educated about pain and pain management.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.5,13.5.5,13.5.5.4,The organisation has processes to educate health professionals in assessing and managing pain.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.5,13.5.6,13.5.6.1,"least Policies  and  procedures  regarding  end-of-life  care,  at including  elements  a)  to  d)  in  the  intent  statement,  are implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.5,13.5.6,13.5.6.2,The  patient  and  the  family/guardian  are  involved  in  care decisions.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.5,13.5.6,13.5.6.3,Pain and primary or secondary symptoms are managed.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.5,13.5.6,13.5.6.4,Interventions  address  patient  and  family  religious  and  cultural concerns.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.6,13.6.1,13.6.1.1,"Policies  and  procedures  that  guide  the  safe  prescribing,  ordering, storage and administration of medications are implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.6,13.6.1,13.6.1.2,The use of verbal/telephonic medication orders is documented.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.6,13.6.1,13.6.1.3,Only those permitted by the organisation and by relevant laws and regulations prescribe medication.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.6,13.6.1,13.6.1.4,"Medications,  including  herbal  and  over  the  counter  medications, brought  into  the  organisation  by  the  patient  or  the  family  are known  to  the  patient’s  medical  practitioner  and  are  noted  in  the patient’s record.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.6,13.6.2,13.6.2.1,Only those permitted by the organisation and by relevant laws and regulations administer medications.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.6,13.6.2,13.6.2.2,There  is  evidence  that  patients  are  identified  before  medications are administered.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.6,13.6.2,13.6.2.3,Medications  are  checked  against  the  original  prescriptions  and administered as prescribed.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.6,13.6.2,13.6.2.4,Health  professionals  monitor  medication  effects  on  patients collaboratively.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.6,13.6.2,13.6.2.5,"Adverse Drug Reactions (ADR) are observed, recorded and reported through  a  process  and  within  a  time  frame  defined  by  the organisation.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,13,13.6,13.6.2,13.6.2.6,Medication  errors  are  reported  through  a  process  and  within  a time frame defined by the organisation.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,13,13.6,13.6.2,13.6.2.7,The  medications  prescribed  for  and  administered  to  each  patient are recorded.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.1,Medication is stored in a locked storage device or cabinet that is accessible only to authorised personnel.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.2,"Medications identified for special control (by law or organisational policy)  are  stored  in  a  cabinet  of  substantial  construction,  for which only authorised personnel have the keys.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.3,Medications identified for special control (by law or organisational policy) are accurately accounted for.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.4,Medications  are  securely  and  legibly  labelled  with  relevant information as required by law and organisational policy.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.5,Medications are stored in a clean environment.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.6,"Medication instructions relating to temperature, light and humidity.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.7,A lockable refrigerator is available for those medications requiring storage at low temperatures.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.8,The temperature of the refrigerator is monitored and recorded.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,8,TRUE
HOSPITAL,13,13.6,13.6.3,13.6.3.9,"Expiry  dates  are  checked  (including  those  of  emergency  drugs), and drugs are replaced before expiry date.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,9,TRUE
HOSPITAL,13,13.7,13.7.1,13.7.1.1,"Food, appropriate to the patient, is regularly available.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.7,13.7.1,13.7.1.2,"An  order  for  food,  based  on  the  patients’  nutritional  status  and needs, is recorded in the patient’s file.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.7,13.7.1,13.7.1.3,"When families provide food, they are educated about the patient’s diet limitations.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.7,13.7.1,13.7.1.4,Patients  assessed  as  being  at  nutrition  risk  receive  nutrition therapy.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.7,13.7.1,13.7.1.5,"A  collaborative  process  is  used  to  plan,  deliver  and  monitor nutrition therapy.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,13,13.7,13.7.1,13.7.1.6,"Nutrition  therapy  provided,  either  oral  or  intravenous,  is  written in the patient’s record.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,13,13.7,13.7.1,13.7.1.7,Response to nutrition therapy is monitored and recorded.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,13,13.8,13.8.1,13.8.1.1,Patients and families indicate that they have been informed about their diagnosis.,,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.8,13.8.1,13.8.1.2,Patients  indicate  that  they  have  been  informed  about  the management of their condition.,,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.8,13.8.1,13.8.1.3,"Patients are educated about their diagnosis, relevant high health risks, e.g. safe use of medication and medical equipment, medicine and food interaction, diet and food interactions, defaulting on Linked criterion: medication use, etc.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.8,13.8.1,13.8.1.4,Patients and families indicate that they have been informed about any financial implications of care decisions.,,Basic Process + Patient Care,2,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.9,13.9.1,13.9.1.1,Established  criteria  or  policies  and  procedures  that  guide  the movement of patients within the organisation are implemented.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.9,13.9.1,13.9.1.2,Individuals responsible for the patient’s care and its Coordination are identified for all phases.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.9,13.9.1,13.9.1.3,Continuity  and  Coordination  are  evident  throughout  all  phases  of patient care.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.9,13.9.1,13.9.1.4,The  record  of  the  patient  accompanies  the  patient  when transferred within the organisation.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.9,13.9.2,13.9.2.1,There  is  a  documented  process  for  transferring  patients  to  other organisations.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.9,13.9.2,13.9.2.2,"The receiving organisation can meet the patient’s continuing care needs, and establishes arrangements to ensure continuity.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.9,13.9.2,13.9.2.3,The  process  for  transferring  the  patient  considers  transportation needs.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.9,13.9.2,13.9.2.4,The  process  determines  that  patients  are  accompanied  and monitored by an appropriately qualified person during transfer.,,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.9,13.9.2,13.9.2.5,"When a patient is transferred to another organisation, the receiving organisation is given a written summary of the patient's clinical condition and the interventions provided by the referring organisation.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,5,TRUE
HOSPITAL,13,13.9,13.9.2,13.9.2.6,A copy of the transfer summary is available in the patient record.,,Basic Process + Patient Care,4,TRUE,,,,,TEXT,TRACKER,,FALSE,6,TRUE
HOSPITAL,13,13.9,13.9.2,13.9.2.7,"The health organisation agreeing to receive the patient, is noted in the patient’s record.",,Basic Process + Patient Care,3,FALSE,,,,,TEXT,TRACKER,,FALSE,7,TRUE
HOSPITAL,13,13.10,13.10.1,13.10.1.1,There are formalised quality improvement processes for the service that have been developed and agreed upon by the personnel of the service.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.10,13.10.1,13.10.1.2,Indicators of performance are identified to evaluate the quality of treatment and patient care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.10,13.10.1,13.10.1.3,"The quality improvement cycle includes the monitoring and evaluation of the standards set, and the remedial action implemented.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.10,13.10.1,13.10.1.4,A documentation audit system is in place.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
HOSPITAL,13,13.11,13.11.1,13.11.1.1,There are processes that support patient and family rights during care.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.11,13.11.1,13.11.1.2,"Measures are taken to protect the patient's privacy, person and possessions.",,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.11,13.11.1,13.11.1.3,The personnel respect the rights of patients and families to treatment and to refuse treatment.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.12,13.12.1,13.12.1.1,Critical: ¨,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,1,TRUE
HOSPITAL,13,13.12,13.12.1,13.12.1.2,Infection  control  processes  includes  prevention  of  the  spread  of respiratory tract infections.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,2,TRUE
HOSPITAL,13,13.12,13.12.1,13.12.1.3,Infection  control  processes  includes  prevention  of  the  spread  of urinary tract infections.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,3,TRUE
HOSPITAL,13,13.12,13.12.1,13.12.1.4,Infection  control  processes  includes  prevention  of  the  spread  of infection through intravascular invasive devices.,,Basic Process + Patient Care,4,FALSE,,,,,TEXT,TRACKER,,FALSE,4,TRUE
